ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
410,Friendly,1920-03-28,France,2,1,Belgium,,TRUE
411,Friendly,1920-03-28,Switzerland,3,0,Italy,,TRUE
412,Friendly,1920-04-05,Netherlands,2,0,Denmark,,TRUE
413,British Championship,1920-04-10,England,5,4,Scotland,,TRUE
414,Friendly,1920-05-13,Italy,1,1,Netherlands,,TRUE
415,Friendly,1920-05-16,Switzerland,2,1,Netherlands,,TRUE
416,Friendly,1920-06-06,Sweden,0,1,Switzerland,,TRUE
417,Friendly,1920-06-13,Norway,1,1,Denmark,,TRUE
418,Friendly,1920-06-27,Switzerland,4,1,Germany,,TRUE
419,Copa Premio Honor Uruguayo,1920-07-18,Uruguay,2,0,Argentina,,TRUE
420,Copa Newton,1920-07-25,Argentina,1,3,Uruguay,,TRUE
421,Copa Premio Honor Argentino,1920-08-08,Argentina,1,0,Uruguay,,TRUE
422,Copa America,1920-09-11,Chile,0,1,Brazil,,TRUE
423,Copa America,1920-09-12,Uruguay,1,1,Argentina,,FALSE
424,Copa America,1920-09-18,Brazil,0,6,Uruguay,,FALSE
425,Copa America,1920-09-20,Chile,1,1,Argentina,,TRUE
426,Copa America,1920-09-25,Argentina,2,0,Brazil,,FALSE
427,Friendly,1920-09-26,Austria,3,2,Germany,,TRUE
428,Copa America,1920-10-03,Chile,1,2,Uruguay,,TRUE
429,Friendly,1920-10-10,Sweden,0,2,Denmark,,TRUE
430,British Championship,1920-10-23,England,2,0,Northern Ireland,,TRUE
431,Friendly,1920-10-24,Germany,1,0,Hungary,,TRUE
432,British Championship,1921-02-12,Scotland,2,1,Wales,,TRUE
433,Friendly,1921-02-20,France,1,2,Italy,,TRUE
434,Friendly,1921-03-06,Belgium,3,1,France,,TRUE
435,Friendly,1921-03-06,Italy,2,1,Switzerland,,TRUE
436,British Championship,1921-03-14,Wales,0,0,England,,TRUE
437,Friendly,1921-04-07,Paraguay,3,1,Argentina,,TRUE
438,British Championship,1921-04-09,Scotland,3,0,England,,TRUE
439,British Championship,1921-04-09,Wales,2,1,Northern Ireland,,TRUE
440,Friendly,1921-04-14,Paraguay,2,2,Argentina,,TRUE
441,Friendly,1921-05-01,Switzerland,2,2,Austria,,TRUE
442,Friendly,1921-05-05,Belgium,2,3,Italy,,TRUE
443,Friendly,1921-05-05,Germany,3,3,Austria,,TRUE
444,Friendly,1921-05-08,Netherlands,2,2,Italy,,TRUE
445,Friendly,1921-05-15,Belgium,1,1,Netherlands,,TRUE
446,Friendly,1921-05-21,Belgium,0,2,England,,TRUE
447,Friendly,1921-05-30,Japan,0,3,Philippines,,FALSE
448,Friendly,1921-06-05,Hungary,3,0,Germany,,TRUE
449,Friendly,1921-06-12,Denmark,1,1,Netherlands,,TRUE
450,Friendly,1921-07-09,Canada,0,1,Scotland,,TRUE
451,Friendly,1921-09-14,Costa Rica,7,0,El Salvador,,FALSE
452,Friendly,1921-09-18,Finland,3,3,Germany,,TRUE
453,Friendly,1921-09-18,Guatemala,0,6,Costa Rica,,TRUE
454,Copa America,1921-10-02,Argentina,1,0,Brazil,,TRUE
455,Friendly,1921-10-02,Denmark,3,1,Norway,,TRUE
456,Copa America,1921-10-09,Paraguay,2,1,Uruguay,,FALSE
457,Friendly,1921-10-09,Sweden,0,0,Denmark,,TRUE
458,Copa America,1921-10-12,Brazil,3,0,Paraguay,,FALSE
459,Copa America,1921-10-16,Argentina,3,0,Paraguay,,TRUE
460,British Championship,1921-10-22,Northern Ireland,1,1,England,,TRUE
461,Copa America,1921-10-23,Brazil,1,2,Uruguay,,FALSE
462,Copa America,1921-10-30,Argentina,1,0,Uruguay,,TRUE
463,Friendly,1921-11-02,Uruguay,4,2,Paraguay,,TRUE
464,Friendly,1921-11-06,Switzerland,1,1,Italy,,TRUE
465,Friendly,1921-11-13,France,0,5,Netherlands,,TRUE
466,Friendly,1921-12-18,Hungary,1,0,Poland,,TRUE
467,Friendly,1921-12-18,Spain,3,1,Portugal,,TRUE
468,Friendly,1922-01-15,France,2,1,Belgium,,TRUE
469,British Championship,1922-02-04,Wales,2,1,Scotland,,TRUE
470,British Championship,1922-03-13,England,1,0,Wales,,TRUE
471,Friendly,1922-03-26,Belgium,4,0,Netherlands,,TRUE
472,Friendly,1922-03-26,Germany,2,2,Switzerland,,TRUE
473,British Championship,1922-04-08,England,0,1,Scotland,,TRUE
474,Friendly,1922-04-15,Belgium,0,0,Denmark,,TRUE
475,Friendly,1922-04-17,Netherlands,2,0,Denmark,,TRUE
476,Friendly,1922-04-23,Austria,0,2,Germany,,TRUE
477,Friendly,1922-04-30,France,0,4,Spain,,TRUE
478,Friendly,1922-05-07,Netherlands,1,2,Belgium,,TRUE
479,Friendly,1922-05-14,Poland,0,3,Hungary,,TRUE
480,Friendly,1922-05-21,Italy,4,2,Belgium,,TRUE
481,Friendly,1922-05-28,Sweden,1,2,Poland,,TRUE
482,Friendly,1922-06-11,Austria,7,1,Switzerland,,TRUE
483,Friendly,1922-06-11,Denmark,0,3,Czechoslovakia,,TRUE
484,Friendly,1922-06-11,Norway,7,0,France,,TRUE
485,Friendly,1922-06-15,Hungary,1,1,Switzerland,,TRUE
486,Friendly,1922-06-17,New Zealand,3,1,Australia,,TRUE
487,Friendly,1922-06-24,New Zealand,1,1,Australia,,TRUE
488,Friendly,1922-07-02,Germany,0,0,Hungary,,TRUE
489,Friendly,1922-07-08,New Zealand,3,1,Australia,,TRUE
490,Friendly,1922-09-03,Romania,1,1,Poland,,TRUE
491,Friendly,1922-09-10,Norway,3,3,Denmark,,TRUE
492,Copa America,1922-09-17,Brazil,1,1,Chile,,TRUE
493,Copa America,1922-09-23,Chile,0,2,Uruguay,,FALSE
494,Copa America,1922-09-24,Brazil,1,1,Paraguay,,TRUE
495,Copa America,1922-09-28,Argentina,4,0,Chile,,FALSE
496,Copa America,1922-10-01,Brazil,0,0,Uruguay,,TRUE
497,Friendly,1922-10-01,Denmark,1,2,Sweden,,TRUE
498,Friendly,1922-10-01,Yugoslavia,1,3,Poland,,TRUE
499,Copa America,1922-10-08,Argentina,0,1,Uruguay,,FALSE
500,Copa America,1922-10-12,Paraguay,1,0,Uruguay,,FALSE
501,Copa America,1922-10-15,Brazil,2,0,Argentina,,TRUE
502,Copa America,1922-10-18,Argentina,2,0,Paraguay,,FALSE
503,British Championship,1922-10-21,England,2,0,Northern Ireland,,TRUE
504,Friendly,1922-10-22,Argentina,1,0,Chile,,TRUE
505,Copa America,1922-10-22,Brazil,3,0,Paraguay,,TRUE
506,Copa Roca,1922-10-22,Brazil,2,1,Argentina,,TRUE
507,Friendly,1922-10-29,Brazil,3,1,Paraguay,,TRUE
508,Copa Lipton,1922-11-12,Uruguay,1,0,Argentina,,TRUE
509,Friendly,1922-11-19,Switzerland,5,0,Netherlands,,TRUE
510,Friendly,1922-12-03,Italy,2,2,Switzerland,,TRUE
511,Copa Premio Honor Uruguayo,1922-12-10,Uruguay,1,0,Argentina,,TRUE
512,Copa Newton,1922-12-17,Argentina,2,2,Uruguay,,TRUE
513,Friendly,1922-12-17,Portugal,1,2,Spain,,TRUE
514,Friendly,1923-01-01,Guatemala,2,3,Mexico,,TRUE
515,Friendly,1923-01-01,Italy,3,1,Germany,,TRUE
516,Friendly,1923-01-04,Guatemala,3,1,Mexico,,TRUE
517,Friendly,1923-01-07,Guatemala,1,4,Mexico,,TRUE
518,Friendly,1923-01-21,Switzerland,2,0,Austria,,TRUE
519,Friendly,1923-01-28,Spain,3,0,France,,TRUE
520,Friendly,1923-02-04,Belgium,1,0,Spain,,TRUE
521,Friendly,1923-02-25,Belgium,4,1,France,,TRUE
522,British Championship,1923-03-05,Wales,2,2,England,,TRUE
523,Friendly,1923-03-11,Switzerland,1,6,Hungary,,TRUE
524,British Championship,1923-03-17,Scotland,2,0,Wales,,TRUE
525,Friendly,1923-03-19,England,6,1,Belgium,,TRUE
526,Friendly,1923-04-02,Netherlands,8,1,France,,TRUE
527,British Championship,1923-04-14,Scotland,2,2,England,,TRUE
528,British Championship,1923-04-14,Wales,0,3,Northern Ireland,,TRUE
529,Friendly,1923-04-22,France,2,2,Switzerland,,TRUE
530,Friendly,1923-04-29,Netherlands,1,1,Belgium,,TRUE
531,Friendly,1923-05-06,Czechoslovakia,2,0,Denmark,,TRUE
532,Friendly,1923-05-10,France,1,4,England,,TRUE
533,Friendly,1923-05-10,Germany,0,0,Netherlands,,TRUE
534,Copa Chevallier Boutell,1923-05-20,Argentina,0,2,Paraguay,,TRUE
535,Friendly,1923-05-21,Sweden,2,4,England,,TRUE
536,Friendly,1923-05-24,Japan,1,5,China PR,,TRUE
537,Friendly,1923-05-24,Sweden,1,3,England,,TRUE
538,Copa Chevallier Boutell,1923-05-25,Argentina,1,0,Paraguay,,TRUE
539,Friendly,1923-06-03,Poland,1,2,Yugoslavia,,TRUE
540,Friendly,1923-06-03,Switzerland,1,2,Germany,,TRUE
541,Friendly,1923-06-09,Australia,2,1,New Zealand,,TRUE
542,Friendly,1923-06-16,Australia,2,3,New Zealand,,TRUE
543,Friendly,1923-06-17,Denmark,3,2,Switzerland,,TRUE
544,Friendly,1923-06-21,Norway,2,2,Switzerland,,TRUE
545,Copa Lipton,1923-06-24,Argentina,0,0,Uruguay,,TRUE
546,Friendly,1923-06-29,Sweden,2,1,Germany,,TRUE
547,Friendly,1923-06-30,Australia,1,4,New Zealand,,TRUE
548,Friendly,1923-07-15,Argentina,2,2,Uruguay,,TRUE
549,Copa Premio Honor Uruguayo,1923-07-22,Uruguay,2,2,Argentina,,TRUE
550,Friendly,1923-08-12,Germany,1,2,Finland,,TRUE
551,Friendly,1923-09-02,Poland,1,1,Romania,,TRUE
552,Friendly,1923-09-23,Finland,5,3,Poland,,TRUE
553,Friendly,1923-09-25,Estonia,1,4,Poland,,TRUE
554,Friendly,1923-09-30,Denmark,2,1,Norway,,TRUE
555,Copa Premio Honor Uruguayo,1923-09-30,Uruguay,0,2,Argentina,,TRUE
556,Friendly,1923-10-14,Sweden,1,3,Denmark,,TRUE
557,British Championship,1923-10-20,Northern Ireland,2,1,England,,TRUE
558,Friendly,1923-10-28,France,0,2,Norway,,TRUE
559,Copa America,1923-10-29,Argentina,4,3,Paraguay,,FALSE
560,Friendly,1923-11-01,Belgium,2,2,England,,TRUE
561,Friendly,1923-11-01,Poland,2,2,Sweden,,TRUE
562,Friendly,1923-11-04,Germany,1,0,Norway,,TRUE
563,Copa America,1923-11-04,Uruguay,2,0,Paraguay,,TRUE
564,Copa America,1923-11-11,Brazil,0,1,Paraguay,,FALSE
565,Copa America,1923-11-18,Argentina,2,1,Brazil,,FALSE
566,Friendly,1923-11-22,Brazil,2,0,Paraguay,,FALSE
567,Friendly,1923-11-25,Netherlands,4,1,Switzerland,,TRUE
568,Copa America,1923-11-25,Uruguay,2,1,Brazil,,TRUE
569,Friendly,1923-12-02,Argentina,0,2,Brazil,,TRUE
570,Copa America,1923-12-02,Uruguay,2,0,Argentina,,TRUE
571,Copa Roca,1923-12-09,Argentina,2,0,Brazil,,TRUE
572,Friendly,1923-12-09,Mexico,2,1,Guatemala,,TRUE
573,Friendly,1923-12-12,Mexico,2,0,Guatemala,,TRUE
574,Friendly,1923-12-16,Mexico,3,3,Guatemala,,TRUE
575,Friendly,1923-12-16,Spain,3,0,Portugal,,TRUE
576,Friendly,1924-01-13,France,2,0,Belgium,,TRUE
577,Friendly,1924-01-13,Germany,4,3,Austria,,TRUE
578,British Championship,1924-02-16,Wales,2,0,Scotland,,TRUE
579,British Championship,1924-03-03,England,1,2,Wales,,TRUE
580,Friendly,1924-03-09,Italy,0,0,Spain,,TRUE
581,Friendly,1924-03-13,Catalonia,0,7,Spain,,TRUE
582,British Championship,1924-03-15,Northern Ireland,0,1,Wales,,TRUE
583,Friendly,1924-03-23,Netherlands,1,1,Belgium,,TRUE
584,Friendly,1924-03-23,Switzerland,3,0,France,,TRUE
585,British Championship,1924-04-12,England,1,1,Scotland,,TRUE
586,Friendly,1924-04-21,Netherlands,0,1,Germany,,TRUE
587,Friendly,1924-04-21,Switzerland,2,0,Denmark,,TRUE
588,Friendly,1924-04-27,Belgium,1,1,Netherlands,,TRUE
589,Copa Chevallier Boutell,1924-05-15,Paraguay,1,3,Argentina,,TRUE
590,Friendly,1924-05-17,France,1,3,England,,TRUE
591,Copa Chevallier Boutell,1924-05-18,Paraguay,2,1,Argentina,,TRUE
592,Friendly,1924-05-18,Sweden,5,1,Poland,,TRUE
593,Friendly,1924-05-18,Switzerland,4,2,Hungary,,TRUE
594,Copa Newton,1924-05-25,Argentina,4,0,Uruguay,,TRUE
595,Copa Lipton,1924-05-25,Uruguay,2,0,Argentina,,TRUE
596,Friendly,1924-06-04,France,0,1,Hungary,,TRUE
597,Friendly,1924-06-07,Australia,3,2,Canada,,TRUE
598,Friendly,1924-06-10,Poland,2,3,United States,,TRUE
599,Friendly,1924-06-14,Australia,0,1,Canada,,TRUE
600,Nordic Championship,1924-06-15,Denmark,2,3,Sweden,,TRUE
601,Friendly,1924-06-15,Norway,0,2,Germany,,TRUE
602,Friendly,1924-06-23,Australia,4,1,Canada,,TRUE
603,Friendly,1924-06-28,Australia,0,0,Canada,,TRUE
604,Friendly,1924-06-29,Poland,2,0,Turkey,,TRUE
605,Friendly,1924-07-12,Australia,1,4,Canada,,TRUE
606,Friendly,1924-07-26,Australia,1,0,Canada,,TRUE
607,Friendly,1924-08-10,Poland,1,0,Finland,,TRUE
608,Friendly,1924-08-31,Germany,1,4,Sweden,,TRUE
609,Friendly,1924-08-31,Hungary,4,0,Poland,,TRUE
610,Nordic Championship,1924-09-14,Norway,1,3,Denmark,,TRUE
611,Friendly,1924-09-21,Hungary,4,1,Germany,,TRUE
612,Friendly,1924-09-21,Uruguay,1,1,Argentina,,TRUE
613,Friendly,1924-10-02,Argentina,2,1,Uruguay,,TRUE
614,Friendly,1924-10-05,Denmark,2,1,Belgium,,TRUE
615,Copa America,1924-10-12,Argentina,0,0,Paraguay,,FALSE
616,Copa America,1924-10-19,Uruguay,5,0,Chile,,TRUE
617,British Championship,1924-10-22,England,3,1,Northern Ireland,,TRUE
618,Copa America,1924-10-25,Argentina,2,0,Chile,,FALSE
619,Copa America,1924-10-26,Uruguay,3,1,Paraguay,,TRUE
620,Friendly,1924-11-02,Netherlands,2,1,South Africa,,TRUE
621,Copa America,1924-11-02,Uruguay,0,0,Argentina,,TRUE
622,Friendly,1924-11-11,Belgium,3,0,France,,TRUE
623,Friendly,1924-11-23,Germany,0,1,Italy,,TRUE
624,Friendly,1924-12-08,England,4,0,Belgium,,TRUE
625,Friendly,1924-12-14,Germany,1,1,Switzerland,,TRUE
626,Friendly,1924-12-21,Spain,2,1,Austria,,TRUE
627,British Championship,1925-02-14,Scotland,3,1,Wales,,TRUE
628,British Championship,1925-02-28,Wales,1,2,England,,TRUE
629,Friendly,1925-03-15,Belgium,0,1,Netherlands,,TRUE
630,Friendly,1925-03-22,Austria,2,0,Switzerland,,TRUE
631,Friendly,1925-03-22,Italy,7,0,France,,TRUE
632,Friendly,1925-03-25,Hungary,5,0,Switzerland,,TRUE
633,Friendly,1925-03-29,Netherlands,2,1,Germany,,TRUE
634,British Championship,1925-04-04,Scotland,2,0,England,,TRUE
635,British Championship,1925-04-18,Wales,0,0,Northern Ireland,,TRUE
636,Friendly,1925-04-19,France,0,4,Austria,,TRUE
637,Friendly,1925-04-19,Switzerland,4,1,Netherlands,,TRUE
638,Friendly,1925-05-03,Netherlands,5,0,Belgium,,TRUE
639,Friendly,1925-05-20,China PR,2,0,Japan,,FALSE
640,Friendly,1925-05-21,France,2,3,England,,TRUE
641,Friendly,1925-05-21,Hungary,1,3,Belgium,,TRUE
642,Friendly,1925-05-24,Switzerland,0,0,Belgium,,TRUE
643,Friendly,1925-06-01,Switzerland,0,3,Spain,,TRUE
644,Friendly,1925-06-14,Spain,1,0,Italy,,TRUE
645,Nordic Championship,1925-06-14,Sweden,0,2,Denmark,,TRUE
646,Friendly,1925-06-18,Portugal,1,0,Italy,,TRUE
647,Nordic Championship,1925-06-21,Denmark,5,1,Norway,,TRUE
648,Friendly,1925-06-21,Sweden,1,0,Germany,,TRUE
649,Friendly,1925-06-26,Finland,3,5,Germany,,TRUE
650,Friendly,1925-06-27,Canada,1,0,United States,,TRUE
651,Copa Chevallier Boutell,1925-07-09,Argentina,1,1,Paraguay,,TRUE
652,Copa Chevallier Boutell,1925-07-12,Argentina,1,1,Paraguay,,TRUE
653,Friendly,1925-07-14,Uruguay,0,1,Paraguay,,TRUE
654,Friendly,1925-07-18,Uruguay,0,1,Paraguay,,TRUE
655,Friendly,1925-07-19,Poland,0,2,Hungary,,TRUE
656,Friendly,1925-08-15,Paraguay,1,0,Uruguay,,TRUE
657,Friendly,1925-08-19,Paraguay,0,1,Uruguay,,TRUE
658,Friendly,1925-08-23,Paraguay,0,0,Uruguay,,TRUE
659,Friendly,1925-08-30,Finland,2,2,Poland,,TRUE
660,Friendly,1925-09-02,Estonia,0,0,Poland,,TRUE
661,Friendly,1925-09-27,Austria,0,1,Spain,,TRUE
662,Friendly,1925-09-27,Denmark,3,3,Finland,,TRUE
663,Friendly,1925-10-02,Turkey,1,2,Poland,,TRUE
664,Friendly,1925-10-04,Hungary,0,1,Spain,,TRUE
665,British Championship,1925-10-24,Northern Ireland,0,0,England,,TRUE
666,Friendly,1925-10-25,Netherlands,4,2,Denmark,,TRUE
667,Friendly,1925-10-25,Switzerland,0,4,Germany,,TRUE
668,British Championship,1925-10-31,Wales,0,3,Scotland,,TRUE
669,Friendly,1925-11-01,Poland,2,6,Sweden,,TRUE
670,Friendly,1925-11-08,Switzerland,2,0,Austria,,TRUE
671,Friendly,1925-11-08,United States,6,1,Canada,,TRUE
672,Copa America,1925-11-29,Argentina,2,0,Paraguay,,TRUE
673,Copa America,1925-12-06,Brazil,5,2,Paraguay,,FALSE
674,Copa America,1925-12-13,Argentina,4,1,Brazil,,TRUE
675,Friendly,1925-12-13,Belgium,3,4,Austria,,TRUE
676,Copa America,1925-12-17,Brazil,3,1,Paraguay,,FALSE
677,Copa America,1925-12-20,Argentina,3,1,Paraguay,,TRUE
678,Copa America,1925-12-25,Argentina,2,2,Brazil,,TRUE
679,British Championship,1926-02-13,Northern Ireland,3,0,Wales,,TRUE
680,Friendly,1926-02-14,Belgium,0,2,Hungary,,TRUE
681,British Championship,1926-03-01,England,1,3,Wales,,TRUE
682,Friendly,1926-03-14,Belgium,1,1,Netherlands,,TRUE
683,Friendly,1926-03-28,Netherlands,5,0,Switzerland,,TRUE
684,Friendly,1926-04-11,France,4,3,Belgium,,TRUE
685,British Championship,1926-04-17,England,0,1,Scotland,,TRUE
686,Friendly,1926-04-18,France,4,2,Portugal,,TRUE
687,Friendly,1926-04-18,Germany,4,2,Netherlands,,TRUE
688,Friendly,1926-04-18,Switzerland,1,1,Italy,,TRUE
689,Friendly,1926-04-25,France,1,0,Switzerland,,TRUE
690,Friendly,1926-05-02,Netherlands,1,5,Belgium,,TRUE
691,Friendly,1926-05-09,Italy,3,2,Switzerland,,TRUE
692,Friendly,1926-05-24,Belgium,3,5,England,,TRUE
693,Copa Chevallier Boutell,1926-05-29,Argentina,2,1,Paraguay,,TRUE
694,Friendly,1926-05-30,Austria,4,1,France,,TRUE
695,Copa Chevallier Boutell,1926-06-03,Argentina,2,1,Paraguay,,TRUE
696,Friendly,1926-06-13,Denmark,4,1,Netherlands,,TRUE
697,Friendly,1926-06-13,France,4,1,Yugoslavia,,TRUE
698,Friendly,1926-06-20,Belgium,2,2,France,,TRUE
699,Friendly,1926-06-20,Finland,3,2,Denmark,,TRUE
700,Friendly,1926-06-20,Germany,3,3,Sweden,,TRUE
701,Friendly,1926-07-04,Poland,2,0,Estonia,,TRUE
702,Friendly,1926-08-08,Poland,7,1,Finland,,TRUE
703,Friendly,1926-08-20,Hungary,4,1,Poland,,TRUE
704,Friendly,1926-09-12,Poland,6,1,Turkey,,TRUE
705,Nordic Championship,1926-09-19,Norway,2,2,Denmark,,TRUE
706,Nordic Championship,1926-10-03,Denmark,2,0,Sweden,,TRUE
707,Friendly,1926-10-03,Sweden,3,1,Poland,,TRUE
708,Friendly,1926-10-10,Austria,7,1,Switzerland,,TRUE
709,Copa America,1926-10-16,Argentina,5,0,Bolivia,,FALSE
710,Copa America,1926-10-17,Chile,1,3,Uruguay,,TRUE
711,Copa America,1926-10-20,Argentina,8,0,Paraguay,,FALSE
712,British Championship,1926-10-20,England,3,3,Northern Ireland,,TRUE
713,Copa America,1926-10-24,Argentina,0,2,Uruguay,,FALSE
714,Copa America,1926-10-28,Bolivia,0,6,Uruguay,,FALSE
715,British Championship,1926-10-30,Scotland,3,0,Wales,,TRUE
716,Copa America,1926-10-31,Chile,1,1,Argentina,,TRUE
717,Friendly,1926-10-31,Netherlands,2,3,Germany,,TRUE
718,Copa America,1926-11-01,Paraguay,1,6,Uruguay,,FALSE
719,Friendly,1926-11-06,United States,6,2,Canada,,TRUE
720,Friendly,1926-12-12,Germany,2,3,Switzerland,,TRUE
721,Friendly,1926-12-19,Spain,4,2,Hungary,,TRUE
722,Friendly,1926-12-26,Portugal,3,3,Hungary,,TRUE
723,Friendly,1927-01-02,Belgium,2,3,Czechoslovakia,,TRUE
724,Friendly,1927-01-30,Switzerland,1,5,Italy,,TRUE
725,British Championship,1927-02-12,Wales,3,3,England,,TRUE
726,Friendly,1927-03-13,Belgium,2,0,Netherlands,,TRUE
727,Friendly,1927-03-16,Portugal,4,0,France,,TRUE
728,British Championship,1927-04-02,Scotland,1,2,England,,TRUE
729,Friendly,1927-04-03,Belgium,2,1,Sweden,,TRUE
730,British Championship,1927-04-09,Wales,2,2,Northern Ireland,,TRUE
731,Friendly,1927-04-17,Italy,3,1,Portugal,,TRUE
732,Friendly,1927-04-17,Spain,1,0,Switzerland,,TRUE
733,Friendly,1927-04-24,France,3,3,Italy,,TRUE
734,Friendly,1927-05-01,Netherlands,3,2,Belgium,,TRUE
735,Friendly,1927-05-11,Belgium,1,9,England,,TRUE
736,Friendly,1927-05-21,Luxembourg,2,5,England,,TRUE
737,Friendly,1927-05-22,Austria,4,1,Belgium,,TRUE
738,Friendly,1927-05-22,France,1,4,Spain,,TRUE
739,Friendly,1927-05-26,Czechoslovakia,4,0,Belgium,,TRUE
740,Friendly,1927-05-26,France,0,6,England,,TRUE
741,Friendly,1927-05-29,Italy,2,0,Spain,,TRUE
742,Friendly,1927-05-29,Norway,0,1,Denmark,,TRUE
743,Friendly,1927-05-29,Switzerland,1,4,Austria,,TRUE
744,Friendly,1927-06-12,Denmark,1,1,Netherlands,,TRUE
745,Friendly,1927-06-12,Hungary,13,1,France,,TRUE
746,Friendly,1927-06-19,Romania,3,3,Poland,,TRUE
747,Nordic Championship,1927-06-19,Sweden,0,0,Denmark,,TRUE
748,Friendly,1927-06-25,New Zealand,2,2,Canada,,TRUE
749,Friendly,1927-07-02,New Zealand,1,2,Canada,,TRUE
750,Friendly,1927-07-09,New Zealand,1,0,Canada,,TRUE
751,Copa Newton,1927-07-14,Uruguay,0,1,Argentina,,TRUE
752,Friendly,1927-07-23,New Zealand,1,4,Canada,,TRUE
753,Friendly,1927-08-27,China PR,5,1,Japan,,TRUE
754,Friendly,1927-08-29,Japan,2,1,Philippines,,FALSE
755,Copa Lipton,1927-08-30,Argentina,0,1,Uruguay,,TRUE
756,Friendly,1927-09-04,Sweden,7,0,Belgium,,TRUE
757,Friendly,1927-10-02,Denmark,3,1,Germany,,TRUE
758,British Championship,1927-10-22,Northern Ireland,2,0,England,,TRUE
759,Friendly,1927-10-23,Germany,6,2,Norway,,TRUE
760,British Championship,1927-10-29,Wales,2,2,Scotland,,TRUE
761,Copa America,1927-10-30,Argentina,7,1,Bolivia,,FALSE
762,Nordic Championship,1927-10-30,Denmark,3,1,Norway,,TRUE
763,Copa America,1927-11-01,Peru,0,4,Uruguay,,TRUE
764,Copa America,1927-11-06,Bolivia,0,9,Uruguay,,FALSE
765,Friendly,1927-11-06,Switzerland,2,2,Sweden,,TRUE
766,Friendly,1927-11-13,Netherlands,1,0,Sweden,,TRUE
767,Copa America,1927-11-20,Argentina,3,2,Uruguay,,FALSE
768,Friendly,1927-11-20,Germany,2,2,Netherlands,,TRUE
769,Copa America,1927-11-27,Peru,1,5,Argentina,,TRUE
770,British Championship,1927-11-28,England,1,2,Wales,,TRUE
771,Friendly,1927-12-10,Chile,2,3,Uruguay,,TRUE
772,International Cup,1928-01-01,Italy,3,2,Switzerland,,TRUE
773,Friendly,1928-01-08,Belgium,1,2,Austria,,TRUE
774,Friendly,1928-01-08,Portugal,2,2,Spain,,TRUE
775,British Championship,1928-02-04,Northern Ireland,1,2,Wales,,TRUE
776,Friendly,1928-02-12,Belgium,2,4,Republic of Ireland,,TRUE
777,Friendly,1928-02-21,France,4,0,Northern Ireland,,TRUE
778,Friendly,1928-03-11,Netherlands,1,1,Belgium,,TRUE
779,Friendly,1928-03-11,Switzerland,4,3,France,,TRUE
780,British Championship,1928-03-31,England,1,5,Scotland,,TRUE
781,Friendly,1928-04-01,Belgium,1,0,Netherlands,,TRUE
782,Friendly,1928-04-01,Portugal,0,0,Argentina,,TRUE
783,Friendly,1928-04-15,France,2,3,Belgium,,TRUE
784,Friendly,1928-04-15,Portugal,4,1,Italy,,TRUE
785,Friendly,1928-04-15,Switzerland,2,3,Germany,,TRUE
786,Friendly,1928-04-22,Netherlands,2,0,Denmark,,TRUE
787,Friendly,1928-04-22,Spain,1,1,Italy,,TRUE
788,Friendly,1928-04-29,France,1,1,Portugal,,TRUE
789,Friendly,1928-05-06,Switzerland,2,1,Netherlands,,TRUE
